Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_log,ApplicantIncome_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
360.0,1.0,1,4.74493212836325,7.8632667240095735,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.6443908991413725,8.943767262734637,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.752572638825633,8.691986481789401,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.7535901911063645,7.8632667240095735,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,0.0,0,4.718498871295094,8.121183242078828,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,0,5.017279836814924,8.220672170297252,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.25227342804663,9.165343006045447,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.804021044733257,7.937017489515454,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.700480365792417,8.349011198176003,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,0,3.5553480614894135,7.273786317844895,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.787491742782046,8.229511118964457,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,0,5.303304908059076,8.334711621820917,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.30406509320417,8.06054004653864,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.663439094112067,8.453614209773367,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.736198448394496,8.160518247477505,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.768320995793772,9.433483923290392,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.852030263919617,7.729735331385051,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.605170185988092,7.510977752014095,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.969813299576001,8.207129168071326,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.214935757608986,8.334711621820917,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.700480365792417,8.228977643358313,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,4.382026634673881,8.1886891244442,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,3.8501476017100584,7.495541943884256,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.31748811353631,7.783224016336037,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.897839799950911,8.279189777195004,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.564348191467836,8.454253391642363,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
360.0,1.0,1,4.477336814478207,8.134467570277563,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,3.784189633918261,8.639233817325263,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.969813299576001,8.669227347271736,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.787491742782046,7.8804263442924,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.969813299576001,8.294049640102028,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.605170185988092,7.564238475170491,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.034631032923107,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.718498871295094,8.349957272040324,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.897839799950911,8.437283808187935,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,0.0,0,5.655991810819852,9.350102314351341,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.574710978503383,7.903965634032166,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.564348191467836,7.664815785285735,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.90527477843843,8.121480374750751,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.19295685089021,8.997147151515142,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.969813299576001,8.118802996980035,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,1,4.787491742782046,7.824046010856292,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.59511985013459,8.015987811027237,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
180.0,0.0,0,5.10594547390058,7.866722285136729,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0
360.0,0.0,0,4.852030263919617,8.506132244056813,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,0.0,0,4.7535901911063645,8.334711621820917,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.552959584921617,8.65277248565806,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,0.0,0,4.836281906951478,8.070906088787819,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,5.7430031878094825,9.28266103355581,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
60.0,1.0,1,4.8283137373023015,8.867850063029406,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1
360.0,0.0,0,4.912654885736052,8.366370301681654,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.147494476813453,8.073402968986406,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.574710978503383,7.536363938404511,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
300.0,1.0,1,4.394449154672439,8.160518247477505,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.553876891600541,8.46695197497949,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,5.231108616854587,8.569026340056254,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
480.0,1.0,0,4.727387818712341,8.229511118964457,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.170483995038151,8.229511118964457,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.700480365792417,6.907755278982137,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
300.0,0.0,0,5.19295685089021,8.06054004653864,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,4.867534450455582,8.11162807830774,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
360.0,1.0,1,4.709530201312334,8.254788926148725,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,7.781138509845015,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
360.0,1.0,0,5.117993812416755,7.228388451573604,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,0,5.579729825986222,8.699514748210191,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
240.0,1.0,1,3.912023005428146,8.291045131081729,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.912654885736052,7.768956044538332,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.59511985013459,8.11162807830774,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.6443908991413725,7.824046010856292,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.3471075307174685,9.055556158175316,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.1647859739235145,8.647343875881283,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.875197323201151,7.992268643270745,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,5.236441962829949,8.740336742730447,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.394449154672439,8.09346227450118,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,1,4.804021044733257,8.326758814511733,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
120.0,1.0,1,3.2188758248682006,8.194229304819817,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,4.852030263919617,8.822027322685583,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.919980925828125,7.81762544305337,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,3.912023005428146,7.589335823170617,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.74493212836325,8.339978571990427,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.875197323201151,7.472500744737558,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,4.890349128221754,8.363575702750637,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
360.0,1.0,1,5.017279836814924,8.48528964240323,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,9.521494800613105,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.852030263919617,8.445052513638554,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.075173815233827,8.246958032568177,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.605170185988092,8.023552392404348,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.41610040220442,9.342858751676328,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,0,4.787491742782046,8.9001399880938,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,0.0,0,5.375278407684165,8.242756345714477,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
480.0,1.0,1,4.543294782270004,7.635786861395585,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,1,4.912654885736052,8.578476419833136,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.9344739331306915,7.982416346827733,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,5.0238805208462765,8.18088094199639,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.852030263919617,8.916103530553727,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.770684624465665,8.527143522269405,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,5.220355825078324,9.587611745713565,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0369526024136295,8.06054004653864,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.442651256490317,7.7025561132685825,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.1647859739235145,8.624791202014256,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.556828061699537,9.250330020192342,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.19295685089021,8.64241515616962,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,3.784189633918261,8.334711621820917,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,1,4.919980925828125,7.667158255319148,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.394449154672439,7.9919305198524775,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,5.267858159063328,8.366370301681654,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.532599493153256,8.213923595622743,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.91350300563827,10.077566902136047,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
360.0,1.0,1,4.852030263919617,8.259716961021523,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
180.0,0.0,0,5.075173815233827,9.26036786557583,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,0,5.204006687076795,8.712759974960212,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
480.0,1.0,1,6.476972362889683,9.91175329695316,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.30406509320417,7.607878073278507,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.248495242049359,7.907651594711089,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
120.0,1.0,1,3.2188758248682006,8.148734808937169,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.624972813284271,8.49596955496461,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.66988092298052,8.294049640102028,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,0,4.430816798843313,8.430109084509125,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.477336814478207,8.106514516255185,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
360.0,0.0,0,5.488937726156687,9.61573881119536,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.859812404361672,8.34283980427146,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,0,5.220355825078324,8.525558107747866,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,1.0,1,5.123963979403259,8.597297435657898,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,1.0,1,5.1647859739235145,8.846496938558838,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0
360.0,1.0,1,4.804021044733257,7.900266036767701,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
180.0,1.0,1,5.231108616854587,9.372204086867741,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,4.605170185988092,7.753623546559746,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.248495242049359,9.60683200528524,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
360.0,1.0,1,3.4011973816621555,7.338238150065589,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,5.41610040220442,9.210340371976184,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.8283137373023015,8.48879371689454,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.770684624465665,8.744647438317532,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.0238805208462765,7.854381210652365,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,0,5.497168225293202,9.123256265069069,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.727387818712341,7.732369222284388,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
360.0,1.0,1,3.912023005428146,8.087640287778983,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
180.0,0.0,1,6.396929655216146,10.596609732783568,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,5.075173815233827,8.699514748210191,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.231108616854587,9.16303909885817,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.787491742782046,7.9996785794994505,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.541263545158426,8.430109084509125,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.584967478670572,7.529943370601589,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,0,5.616771097666572,8.978786553302003,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,0.0,0,4.795790545596741,8.035602692918582,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.062595033026967,8.334951631422454,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
180.0,1.0,1,4.31748811353631,9.140239744296693,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,5.204006687076795,8.217978203150732,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.718498871295094,8.430109084509125,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.859812404361672,7.79934339821592,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
480.0,0.0,0,4.143134726391533,7.71289096149013,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.298317366548036,8.987196820661973,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.553876891600541,7.506591780070841,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
300.0,1.0,1,6.551080335043404,10.854430887309706,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
180.0,1.0,0,4.394449154672439,8.166784289056151,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
360.0,1.0,1,5.231108616854587,8.649623978596727,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.465908118654584,8.37655086161377,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0
360.0,1.0,1,4.7535901911063645,8.159660737063376,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.61512051684126,7.623153068476902,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
360.0,0.0,0,6.20455776256869,8.615408238913192,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,4.7535901911063645,8.229511118964457,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
480.0,0.0,0,4.624972813284271,7.75491027202143,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,0.0,0,5.19295685089021,8.764053269347762,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.204692619390966,7.557994958530806,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
180.0,1.0,1,4.290459441148391,8.433811582477187,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.560681631015528,10.429576102968031,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.68213122712422,8.195609567288775,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,10.575079070130357,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0
300.0,0.0,0,4.189654742026425,7.686162303492906,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.060443010546419,7.776115477098742,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,5.123963979403259,6.513230110912307,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0
180.0,1.0,1,5.236441962829949,9.140775908590273,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,3.871201010907891,8.493924564476883,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,0,5.099866427824199,9.392661928770137,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.075173815233827,8.704999678440762,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.330733340286331,8.257904193465674,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.340694647925071,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,5.135798437050262,8.047189562170502,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.231108616854587,9.027978814382207,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.787491742782046,7.553286605600419,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.727387818712341,8.13622555490846,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,4.418840607796598,9.305650551780507,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.499809670330265,7.8632667240095735,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
360.0,0.0,1,5.111987788356544,8.5016733797582,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
180.0,1.0,0,4.852030263919617,8.292047637431354,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
360.0,1.0,1,4.90527477843843,8.160518247477505,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
360.0,1.0,1,4.820281565605037,8.27308133366583,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.391176350832751,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0
360.0,1.0,1,4.382026634673881,8.084562415235304,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.007333185232471,8.287780027088433,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,4.07753744390572,7.8156105320351905,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,0,4.844187086458591,8.136810863675537,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.365976015021851,9.210340371976184,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.852030263919617,8.140315540159985,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
360.0,1.0,1,5.480638923341991,8.960210955576986,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.867534450455582,8.648747631156539,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
360.0,1.0,1,4.919980925828125,8.062432791583195,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.605170185988092,8.25582842728183,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
360.0,1.0,0,4.90527477843843,5.0106352940962555,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.875197323201151,8.223358899479258,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,0.0,0,4.276666119016055,8.517193191416238,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.844187086458591,8.36240897761537,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,0.0,0,4.0943445622221,7.7057128238944275,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.7535901911063645,8.296297112642508,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
360.0,1.0,1,4.969813299576001,7.9966538754626075,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.1647859739235145,8.933004591578547,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.852030263919617,8.740336742730447,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,0,5.135798437050262,8.086410275323782,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,0,4.927253685157205,8.462737005620179,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1
360.0,1.0,1,5.3471075307174685,8.740336742730447,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
480.0,1.0,1,5.062595033026967,8.467582690862903,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.298317366548036,8.764053269347762,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0
360.0,1.0,1,4.6443908991413725,7.820439515262181,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
180.0,1.0,1,3.7376696182833684,8.22040309993373,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.787491742782046,8.067462667010057,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0
360.0,1.0,1,5.634789603169249,9.027978814382207,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.941642422609304,8.056743774975313,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,5.135798437050262,8.612503371220562,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,0,5.541263545158426,8.656259239539235,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
360.0,1.0,1,4.804021044733257,8.149890544402423,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
360.0,1.0,1,4.718498871295094,8.245909264774093,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
360.0,1.0,1,4.564348191467836,8.106212902619962,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
360.0,1.0,1,4.787491742782046,8.66888370465667,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
180.0,1.0,0,4.941642422609304,7.828038032125829,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
60.0,1.0,1,5.043425116919247,7.994632311431825,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
